day,year,mo,da,crime_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,crime_data_count
7,2012,01,01,2012-01-01,38.1,30.7,1007.5,9.2,15.2,28.0,35.9,44.1,29.1,0.0,999.9,0,1532
1,2012,01,02,2012-01-02,25.5,13.6,1020.9,8.0,17.4,22.0,29.9,32.0,19.4,0.04,999.9,0,702
2,2012,01,03,2012-01-03,18.7,5.5,1028.9,10.0,8.7,15.9,24.1,28.9,12.9,0.01,999.9,0,808
3,2012,01,04,2012-01-04,30.7,16.9,1016.3,10.0,9.0,17.1,22.0,41.0,12.9,0.0,999.9,0,799
4,2012,01,05,2012-01-05,34.9,24.1,1014.8,10.0,6.1,9.9,999.9,48.9,23.0,0.0,999.9,0,871
5,2012,01,06,2012-01-06,46.2,31.8,1006.0,10.0,7.6,12.0,17.1,54.0,39.0,0.0,999.9,0,913
6,2012,01,07,2012-01-07,40.6,27.8,1012.9,10.0,7.6,13.0,999.9,55.0,30.9,0.0,999.9,0,862
7,2012,01,08,2012-01-08,32.6,23.8,1025.7,10.0,2.5,7.0,999.9,44.1,25.0,0.0,999.9,0,800
1,2012,01,09,2012-01-09,34.3,26.5,1021.7,8.6,6.8,17.1,27.0,46.0,25.0,0.0,999.9,0,883
2,2012,01,10,2012-01-10,39.6,28.3,1015.6,10.0,6.8,14.0,21.0,52.0,25.0,0.0,999.9,0,899
3,2012,01,11,2012-01-11,39.2,28.5,1006.2,10.0,2.8,7.0,999.9,54.0,25.2,0.0,999.9,0,886
4,2012,01,12,2012-01-12,33.8,28.0,998.0,6.3,7.1,17.1,24.1,54.0,26.1,0.0,2.0,1,745
5,2012,01,13,2012-01-13,20.4,13.8,1008.3,5.6,12.4,18.1,24.1,37.0,17.1,0.36,3.9,0,752
6,2012,01,14,2012-01-14,17.7,9.1,1019.1,8.5,5.9,8.9,999.9,21.9,15.1,0.01,3.9,0,781
7,2012,01,15,2012-01-15,18.7,11.2,1025.4,9.7,6.0,17.1,19.0,30.9,5.0,0.0,3.9,0,772
1,2012,01,16,2012-01-16,34.9,26.4,1013.3,10.0,11.5,17.1,22.9,45.0,27.0,0.0,1.2,0,826
2,2012,01,17,2012-01-17,35.7,31.9,1006.5,5.2,10.6,21.0,31.1,45.0,26.1,0.1,3.9,0,844
3,2012,01,18,2012-01-18,18.5,8.5,1023.1,9.8,9.3,18.1,24.1,39.0,10.0,0.1,999.9,0,791
4,2012,01,19,2012-01-19,20.3,8.5,1015.0,9.3,13.1,19.0,26.0,28.0,7.0,0.01,999.9,0,748
5,2012,01,20,2012-01-20,9.9,-3.0,1023.2,7.3,4.7,8.9,999.9,28.0,5.0,0.47,5.1,1,685
6,2012,01,21,2012-01-21,20.4,14.2,1022.1,8.4,5.7,12.0,999.9,25.0,5.0,0.07,5.1,0,717
7,2012,01,22,2012-01-22,23.5,18.9,1016.3,5.7,11.0,15.9,20.0,35.1,15.8,0.0,3.9,0,682
1,2012,01,23,2012-01-23,38.5,35.5,1000.8,5.4,13.0,20.0,31.1,46.0,16.0,0.61,3.1,1,834
2,2012,01,24,2012-01-24,31.1,21.9,1018.7,10.0,11.4,18.1,29.9,36.0,26.6,0.29,999.9,0,898
3,2012,01,25,2012-01-25,29.5,23.2,1026.3,7.0,2.7,8.9,999.9,37.0,21.9,0.0,999.9,0,962
4,2012,01,26,2012-01-26,34.2,30.0,1014.5,4.1,3.2,7.0,999.9,37.9,21.9,0.0,999.9,0,924
5,2012,01,27,2012-01-27,37.2,27.4,1009.3,7.7,7.1,14.0,20.0,43.0,32.0,0.0,999.9,0,933
6,2012,01,28,2012-01-28,32.4,23.7,1015.5,7.7,12.3,21.0,28.9,43.0,26.1,0.09,1.2,0,808
7,2012,01,29,2012-01-29,29.4,20.0,1018.6,9.2,9.9,17.1,26.0,34.0,25.0,0.05,1.2,0,813
1,2012,01,30,2012-01-30,31.9,21.0,1018.2,10.0,9.1,15.0,24.1,53.1,21.0,0.0,999.9,0,868
2,2012,01,31,2012-01-31,49.6,38.8,1010.2,10.0,13.5,18.1,28.9,55.9,45.0,0.0,999.9,0,964
3,2012,02,01,2012-02-01,43.7,36.2,1015.7,9.9,6.3,13.0,19.0,57.0,37.0,0.0,999.9,0,1041
4,2012,02,02,2012-02-02,36.3,32.2,1023.7,5.1,3.3,7.0,999.9,48.0,30.9,0.0,999.9,0,880
5,2012,02,03,2012-02-03,35.6,31.0,1030.4,5.3,5.0,12.0,999.9,43.0,31.1,0.0,999.9,0,897
6,2012,02,04,2012-02-04,37.8,30.6,1026.4,7.7,9.3,13.0,20.0,42.1,33.1,0.0,999.9,0,848
7,2012,02,05,2012-02-05,36.3,28.8,1024.3,9.4,4.6,11.1,19.0,45.0,28.9,0.0,999.9,0,744
1,2012,02,06,2012-02-06,31.9,27.1,1023.0,6.5,7.8,13.0,18.1,45.0,28.9,0.0,999.9,0,765
2,2012,02,07,2012-02-07,31.9,26.3,1024.6,6.9,9.8,18.1,26.0,36.0,30.0,0.0,999.9,0,858
3,2012,02,08,2012-02-08,30.6,17.9,1028.7,10.0,8.4,15.0,18.1,37.0,27.0,0.01,999.9,0,811
4,2012,02,09,2012-02-09,27.8,17.4,1025.0,9.6,7.5,13.0,19.0,37.0,21.0,0.0,999.9,0,829
5,2012,02,10,2012-02-10,31.8,23.8,1017.3,7.5,9.7,21.0,28.0,35.6,17.6,0.0,1.2,1,775
6,2012,02,11,2012-02-11,14.6,1.9,1025.8,9.2,16.0,22.0,29.9,19.9,10.0,0.19,1.2,0,712
7,2012,02,12,2012-02-12,22.0,4.4,1027.4,10.0,11.0,14.0,20.0,35.1,10.0,0.0,1.2,0,718
1,2012,02,13,2012-02-13,26.8,10.6,1021.3,10.0,6.6,15.9,21.0,36.0,15.1,0.0,1.2,0,729
2,2012,02,14,2012-02-14,31.7,26.0,1011.8,7.5,7.7,15.9,999.9,36.0,16.0,0.03,999.9,0,775
3,2012,02,15,2012-02-15,37.0,30.4,1017.1,8.7,8.4,12.0,17.1,43.0,29.1,0.0,999.9,0,928
4,2012,02,16,2012-02-16,40.3,33.6,1016.7,5.7,7.9,17.1,22.0,46.9,31.1,0.18,999.9,0,869
5,2012,02,17,2012-02-17,37.4,25.1,1019.7,10.0,7.1,15.9,21.0,48.9,28.0,0.02,999.9,0,986
6,2012,02,18,2012-02-18,36.7,24.1,1019.5,10.0,8.2,12.0,15.9,48.9,28.2,0.0,999.9,0,763
7,2012,02,19,2012-02-19,31.8,20.6,1023.0,10.0,5.3,11.1,999.9,39.0,25.0,0.0,999.9,0,785
1,2012,02,20,2012-02-20,31.6,20.1,1023.9,10.0,5.8,14.0,18.1,45.0,21.9,0.0,999.9,0,716
2,2012,02,21,2012-02-21,38.1,29.5,1009.0,7.9,11.4,22.0,31.1,45.0,23.2,0.05,999.9,0,850
3,2012,02,22,2012-02-22,38.4,30.9,1002.2,9.7,6.5,11.1,15.0,44.6,33.1,0.01,999.9,0,897
4,2012,02,23,2012-02-23,36.0,32.5,998.8,5.8,3.9,8.9,15.9,44.1,28.9,0.01,999.9,0,817
5,2012,02,24,2012-02-24,34.1,30.1,1000.6,4.1,13.0,19.0,28.9,39.9,30.9,0.83,2.0,0,784
6,2012,02,25,2012-02-25,25.2,15.4,1018.9,9.9,12.8,18.1,22.0,35.1,19.9,0.04,1.2,0,792
7,2012,02,26,2012-02-26,29.6,18.7,1023.1,10.0,10.2,20.0,32.1,53.1,16.0,0.0,1.2,0,727
1,2012,02,27,2012-02-27,36.9,23.5,1022.5,10.0,11.3,19.0,25.1,53.1,16.2,0.0,1.2,0,818
2,2012,02,28,2012-02-28,32.7,22.7,1029.3,9.8,5.7,14.0,15.0,44.1,23.0,0.0,999.9,0,893
3,2012,02,29,2012-02-29,47.6,36.3,1004.4,6.9,12.9,24.1,35.9,59.0,23.2,0.27,999.9,1,875
4,2012,03,01,2012-03-01,37.6,31.1,1007.0,9.4,11.0,22.9,35.0,39.9,35.6,0.02,999.9,0,1042
5,2012,03,02,2012-03-02,38.1,32.1,1003.7,8.0,7.9,20.0,28.0,39.9,34.0,0.0,999.9,0,881
6,2012,03,03,2012-03-03,33.3,24.8,1003.3,9.4,15.5,20.0,29.9,39.9,30.9,0.19,999.9,0,779
7,2012,03,04,2012-03-04,30.2,21.2,1010.4,9.6,7.6,15.0,19.0,35.1,28.0,0.0,999.9,0,757
1,2012,03,05,2012-03-05,28.2,18.5,1022.5,9.1,6.6,12.0,15.0,37.0,21.0,0.0,999.9,0,764
2,2012,03,06,2012-03-06,43.8,27.1,1019.5,10.0,15.2,25.1,39.0,68.0,21.0,0.0,999.9,0,938
3,2012,03,07,2012-03-07,60.2,38.2,1013.0,10.0,22.2,32.1,40.0,66.9,55.0,0.0,999.9,0,950
4,2012,03,08,2012-03-08,50.1,37.5,1014.6,9.0,17.6,28.9,41.0,68.0,39.0,0.28,999.9,0,922
5,2012,03,09,2012-03-09,36.0,13.7,1028.1,10.0,12.1,18.1,24.1,39.9,30.0,0.0,999.9,0,958
6,2012,03,10,2012-03-10,38.4,18.2,1030.2,10.0,12.0,22.0,32.1,60.1,27.0,0.0,999.9,0,891
7,2012,03,11,2012-03-11,53.2,27.2,1023.1,10.0,10.0,15.9,19.0,69.1,27.1,0.0,999.9,0,805
1,2012,03,12,2012-03-12,59.2,48.2,1012.4,8.5,13.8,21.0,39.0,69.1,41.0,0.18,999.9,0,912
2,2012,03,13,2012-03-13,58.0,40.6,1015.1,10.0,6.9,9.9,999.9,70.0,48.9,0.01,999.9,0,926
3,2012,03,14,2012-03-14,62.6,45.1,1015.8,10.0,8.8,18.1,27.0,81.0,46.0,0.0,999.9,0,930
4,2012,03,15,2012-03-15,71.2,58.4,1013.9,10.0,8.4,12.0,18.1,80.1,63.0,0.0,999.9,0,1000
5,2012,03,16,2012-03-16,60.4,48.0,1016.5,9.4,5.2,14.0,18.1,82.0,46.0,0.0,999.9,0,956
6,2012,03,17,2012-03-17,69.5,53.9,1016.9,10.0,9.2,15.0,20.0,82.0,46.0,0.0,999.9,0,1070
7,2012,03,18,2012-03-18,69.5,54.4,1015.7,10.0,8.2,13.0,18.1,82.0,57.0,0.0,999.9,0,919
1,2012,03,19,2012-03-19,69.2,59.4,1014.5,9.9,8.4,15.0,999.9,81.0,57.9,0.0,999.9,0,979
2,2012,03,20,2012-03-20,74.3,53.1,1013.9,10.0,13.4,22.0,29.9,84.9,61.0,0.03,999.9,0,992
3,2012,03,21,2012-03-21,73.8,53.5,1016.9,10.0,8.7,15.0,21.0,87.1,61.0,0.0,999.9,0,1076
4,2012,03,22,2012-03-22,71.2,54.0,1017.3,9.8,5.0,14.0,26.0,87.1,60.1,0.0,999.9,0,979
5,2012,03,23,2012-03-23,62.8,58.4,1014.8,6.3,5.0,8.0,999.9,82.9,57.0,0.17,999.9,0,976
6,2012,03,24,2012-03-24,56.2,52.7,1010.6,5.2,4.8,15.0,20.0,63.0,51.1,1.24,999.9,1,905
7,2012,03,25,2012-03-25,57.6,51.2,1015.7,6.7,6.1,12.0,18.1,71.1,50.0,0.0,999.9,0,885
1,2012,03,26,2012-03-26,43.2,31.8,1025.6,10.0,13.5,19.0,25.1,52.0,37.0,0.0,999.9,0,831
2,2012,03,27,2012-03-27,50.1,29.1,1020.6,10.0,14.9,22.0,31.1,73.9,37.0,0.0,999.9,0,868
3,2012,03,28,2012-03-28,63.8,44.8,1010.2,10.0,13.4,20.0,28.0,72.0,55.9,0.0,999.9,0,911
4,2012,03,29,2012-03-29,46.1,33.9,1018.7,10.0,8.3,13.0,25.1,68.0,41.0,0.0,999.9,0,948
5,2012,03,30,2012-03-30,45.4,38.6,1011.8,8.4,8.1,14.0,22.0,53.1,39.9,0.07,999.9,0,941
6,2012,03,31,2012-03-31,42.2,35.0,1014.1,9.4,8.4,11.1,18.1,53.1,39.0,0.51,999.9,0,878
7,2012,04,01,2012-04-01,49.2,42.1,1008.1,5.9,6.8,14.0,15.9,57.2,42.1,0.06,999.9,0,999
1,2012,04,02,2012-04-02,51.9,40.0,1011.0,8.6,10.9,15.9,22.0,62.1,42.1,0.0,999.9,0,828
2,2012,04,03,2012-04-03,57.7,41.1,1011.3,10.0,7.9,15.9,24.1,70.0,46.9,0.0,999.9,0,883
3,2012,04,04,2012-04-04,51.5,33.3,1014.4,10.0,13.4,18.1,28.0,70.0,46.9,0.0,999.9,0,865
4,2012,04,05,2012-04-05,45.6,30.9,1016.2,10.0,15.1,19.0,24.1,57.9,41.0,0.0,999.9,0,881
5,2012,04,06,2012-04-06,43.6,27.7,1023.9,10.0,8.3,15.9,20.0,53.1,33.1,0.0,999.9,0,903
6,2012,04,07,2012-04-07,49.5,30.6,1024.0,10.0,5.8,11.1,18.1,66.9,33.1,0.0,999.9,0,974
7,2012,04,08,2012-04-08,56.7,32.9,1022.0,10.0,10.9,19.0,33.0,66.9,34.0,0.0,999.9,0,820
1,2012,04,09,2012-04-09,54.3,30.0,1016.5,10.0,11.6,24.1,35.0,66.0,44.1,0.0,999.9,0,918
2,2012,04,10,2012-04-10,43.0,18.4,1017.6,10.0,12.2,19.0,27.0,63.0,35.1,0.0,999.9,0,844
3,2012,04,11,2012-04-11,41.8,21.2,1023.2,10.0,7.3,11.1,18.1,54.0,32.0,0.0,999.9,0,920
4,2012,04,12,2012-04-12,46.7,27.9,1024.2,10.0,3.6,11.1,999.9,63.0,32.0,0.0,999.9,0,922
5,2012,04,13,2012-04-13,53.7,30.2,1021.4,10.0,9.1,17.1,22.0,66.0,32.0,0.0,999.9,0,939
6,2012,04,14,2012-04-14,59.0,45.6,1014.3,10.0,8.8,17.1,25.1,66.9,39.9,0.0,999.9,0,944
7,2012,04,15,2012-04-15,67.3,58.2,1006.7,8.8,11.6,22.9,35.0,77.0,54.0,0.53,999.9,0,977
1,2012,04,16,2012-04-16,60.0,49.8,1005.2,9.6,20.3,27.0,41.0,77.0,48.0,0.31,999.9,0,931
2,2012,04,17,2012-04-17,48.5,35.5,1025.4,10.0,6.6,15.9,21.0,66.9,39.0,0.01,999.9,0,959
3,2012,04,18,2012-04-18,54.1,39.0,1021.8,10.0,9.0,19.0,28.0,73.0,39.0,0.0,999.9,0,879
4,2012,04,19,2012-04-19,58.0,46.4,1013.7,10.0,7.9,15.0,22.0,73.0,39.0,0.01,999.9,0,961
5,2012,04,20,2012-04-20,45.3,40.0,1009.2,9.5,9.9,20.0,28.0,61.0,44.1,0.0,999.9,0,917
6,2012,04,21,2012-04-21,44.5,31.1,1016.7,10.0,9.5,18.1,29.9,53.1,36.0,0.02,999.9,0,876
7,2012,04,22,2012-04-22,46.1,27.4,1017.5,10.0,10.4,20.0,29.9,53.1,36.0,0.0,999.9,0,824
1,2012,04,23,2012-04-23,48.6,21.9,1016.7,10.0,10.7,20.0,26.0,60.1,39.0,0.0,999.9,0,935
2,2012,04,24,2012-04-24,51.6,22.8,1008.4,10.0,4.7,11.1,999.9,66.0,37.9,0.0,999.9,0,896
3,2012,04,25,2012-04-25,55.2,40.5,1005.5,9.8,5.3,11.1,999.9,66.0,37.9,0.0,999.9,0,952
4,2012,04,26,2012-04-26,51.3,43.4,1009.0,8.5,10.5,18.1,26.0,61.0,46.0,0.1,999.9,0,925
5,2012,04,27,2012-04-27,44.2,24.8,1023.3,10.0,7.9,14.0,19.0,55.0,35.1,0.0,999.9,0,962
6,2012,04,28,2012-04-28,46.6,33.9,1019.9,9.7,11.6,17.1,27.0,54.0,35.1,0.21,999.9,0,878
7,2012,04,29,2012-04-29,48.7,36.9,1023.0,10.0,10.0,15.9,22.9,57.0,43.0,0.05,999.9,0,803
1,2012,04,30,2012-04-30,54.3,48.4,1015.1,7.4,6.0,13.0,999.9,62.6,50.0,0.36,999.9,0,869
2,2012,05,01,2012-05-01,57.8,50.8,1014.3,6.7,5.7,12.0,999.9,64.9,48.9,0.0,999.9,0,1064
3,2012,05,02,2012-05-02,67.3,58.9,1009.7,6.7,8.9,20.0,29.9,80.1,48.9,0.09,999.9,1,998
4,2012,05,03,2012-05-03,75.6,63.6,1011.5,10.0,10.2,18.1,25.1,86.0,57.0,0.0,999.9,0,981
5,2012,05,04,2012-05-04,66.9,60.0,1012.9,8.9,7.7,15.0,20.0,79.0,55.4,1.62,999.9,0,1031
6,2012,05,05,2012-05-05,56.6,52.3,1015.9,4.2,7.1,14.0,20.0,59.0,53.6,0.28,999.9,0,950
7,2012,05,06,2012-05-06,58.4,51.6,1015.4,8.3,8.0,14.0,17.1,70.0,51.1,0.0,999.9,0,843
1,2012,05,07,2012-05-07,60.3,54.9,1011.2,6.2,5.4,12.0,19.0,70.0,51.1,1.18,999.9,0,973
2,2012,05,08,2012-05-08,61.1,48.1,1011.0,8.4,6.6,14.0,20.0,70.0,51.8,0.09,999.9,1,1025
3,2012,05,09,2012-05-09,56.9,44.1,1012.2,9.8,7.8,12.0,20.0,70.0,50.0,0.0,999.9,0,977
4,2012,05,10,2012-05-10,55.4,36.6,1015.2,10.0,5.5,11.1,22.0,66.9,46.0,0.06,999.9,0,916
5,2012,05,11,2012-05-11,61.0,35.7,1018.3,10.0,7.2,15.9,22.0,78.1,43.0,0.0,999.9,0,998
6,2012,05,12,2012-05-12,64.5,44.8,1021.7,10.0,9.8,15.9,22.0,78.1,43.0,0.0,999.9,0,932
7,2012,05,13,2012-05-13,61.0,32.4,1023.4,10.0,7.0,12.0,24.1,72.0,53.1,0.03,999.9,0,819
1,2012,05,14,2012-05-14,63.8,33.6,1019.0,10.0,3.1,11.1,999.9,82.0,43.0,0.0,999.9,0,1004
2,2012,05,15,2012-05-15,71.3,41.0,1013.7,10.0,9.3,15.0,26.0,86.0,60.1,0.0,999.9,0,1040
3,2012,05,16,2012-05-16,61.2,39.5,1016.9,9.8,11.1,20.0,29.9,86.0,51.1,0.05,999.9,0,947
4,2012,05,17,2012-05-17,59.7,35.6,1020.4,10.0,4.8,12.0,999.9,73.9,45.0,0.0,999.9,0,954
5,2012,05,18,2012-05-18,67.1,40.5,1017.3,10.0,7.4,12.0,999.9,84.9,45.0,0.0,999.9,0,978
6,2012,05,19,2012-05-19,75.0,49.6,1015.9,10.0,7.8,14.0,18.1,91.9,53.1,0.0,999.9,0,931
7,2012,05,20,2012-05-20,78.9,56.6,1015.4,10.0,9.3,20.0,28.9,93.0,59.0,0.0,999.9,0,956
1,2012,05,21,2012-05-21,65.1,48.8,1018.5,10.0,11.7,19.0,27.0,79.0,57.2,0.14,999.9,0,886
2,2012,05,22,2012-05-22,60.2,40.4,1018.4,10.0,6.5,12.0,15.0,71.1,50.0,0.0,999.9,0,950
3,2012,05,23,2012-05-23,64.2,39.9,1012.2,10.0,5.0,13.0,17.1,82.0,46.9,0.0,999.9,0,1072
4,2012,05,24,2012-05-24,75.7,49.7,1006.3,10.0,13.6,26.0,35.0,89.1,64.9,0.0,999.9,0,1023
5,2012,05,25,2012-05-25,76.1,52.9,1010.6,10.0,11.0,18.1,26.0,90.0,64.0,0.0,999.9,0,1083
6,2012,05,26,2012-05-26,69.6,49.9,1019.1,10.0,9.2,15.9,24.1,86.0,60.1,0.0,999.9,0,910
7,2012,05,27,2012-05-27,79.2,59.8,1014.3,10.0,8.2,15.0,21.0,97.0,62.1,0.0,999.9,0,927
1,2012,05,28,2012-05-28,85.9,58.5,1008.2,10.0,12.5,21.0,32.1,97.0,70.0,0.0,999.9,0,1030
2,2012,05,29,2012-05-29,78.1,51.5,1008.0,10.0,10.8,24.1,32.1,95.0,64.9,0.0,999.9,0,1094
3,2012,05,30,2012-05-30,65.0,44.2,1011.5,10.0,8.1,15.9,21.0,84.9,55.0,0.0,999.9,0,985
4,2012,05,31,2012-05-31,51.4,44.0,1015.0,8.8,9.8,14.0,18.1,70.0,46.9,0.02,999.9,0,829
5,2012,06,01,2012-06-01,54.6,44.7,1010.1,9.5,9.6,13.0,22.9,64.9,46.9,1.11,999.9,0,1224
6,2012,06,02,2012-06-02,61.2,43.6,1007.4,10.0,9.0,14.0,21.0,75.9,48.9,0.01,999.9,0,944
7,2012,06,03,2012-06-03,68.9,49.5,1008.9,10.0,8.2,13.0,20.0,81.0,48.9,0.0,999.9,0,991
1,2012,06,04,2012-06-04,70.2,48.0,1011.0,10.0,7.5,11.1,999.9,81.0,57.0,0.0,999.9,0,980
2,2012,06,05,2012-06-05,64.4,47.6,1015.1,10.0,8.0,15.0,20.0,75.0,57.0,0.0,999.9,0,950
3,2012,06,06,2012-06-06,64.8,47.5,1017.8,10.0,6.5,12.0,15.9,75.9,52.0,0.0,999.9,0,1024
4,2012,06,07,2012-06-07,68.3,44.6,1019.4,10.0,4.0,9.9,999.9,82.0,52.0,0.0,999.9,0,991
5,2012,06,08,2012-06-08,72.9,47.0,1017.1,10.0,5.7,11.1,15.9,88.0,54.0,0.0,999.9,0,1114
6,2012,06,09,2012-06-09,78.9,50.4,1012.7,10.0,8.6,14.0,18.1,90.0,54.0,0.0,999.9,0,1049
7,2012,06,10,2012-06-10,80.3,53.4,1012.5,10.0,9.8,20.0,25.1,93.0,64.9,0.0,999.9,0,1008
1,2012,06,11,2012-06-11,80.6,61.7,1010.5,10.0,9.9,15.0,20.0,93.0,66.9,0.0,999.9,0,1067
2,2012,06,12,2012-06-12,73.7,49.3,1013.8,10.0,10.2,14.0,20.0,90.0,63.0,0.0,999.9,0,1089
3,2012,06,13,2012-06-13,65.2,46.1,1021.3,10.0,6.4,11.1,15.9,78.1,54.0,0.0,999.9,0,1076
4,2012,06,14,2012-06-14,70.5,47.5,1019.3,10.0,7.5,13.0,18.1,87.1,54.0,0.0,999.9,0,979
5,2012,06,15,2012-06-15,77.4,48.4,1017.4,10.0,8.2,15.9,21.0,93.9,55.9,0.0,999.9,0,1082
6,2012,06,16,2012-06-16,81.5,56.2,1015.2,10.0,8.8,17.1,25.1,93.9,59.0,0.0,999.9,0,1062
7,2012,06,17,2012-06-17,77.3,61.5,1011.5,9.0,7.8,18.1,26.0,93.9,69.1,0.42,999.9,0,946
1,2012,06,18,2012-06-18,81.0,63.1,1007.0,10.0,12.4,25.1,39.0,93.9,69.1,0.11,999.9,0,1068
2,2012,06,19,2012-06-19,86.0,64.9,1010.7,10.0,14.1,21.0,27.0,95.0,69.1,0.0,999.9,0,1005
3,2012,06,20,2012-06-20,86.1,63.7,1014.0,10.0,13.3,21.0,26.0,95.0,77.0,0.0,999.9,0,1098
4,2012,06,21,2012-06-21,81.1,60.8,1012.1,10.0,9.8,18.1,26.0,95.0,73.9,0.0,999.9,0,1056
5,2012,06,22,2012-06-22,76.4,51.5,1014.8,10.0,6.7,13.0,14.0,87.1,64.0,0.01,999.9,0,1120
6,2012,06,23,2012-06-23,76.2,54.6,1015.3,10.0,5.1,8.9,999.9,87.1,62.1,0.0,999.9,0,1128
7,2012,06,24,2012-06-24,78.9,55.7,1014.8,10.0,4.7,13.0,999.9,93.9,62.1,0.0,999.9,0,1077
1,2012,06,25,2012-06-25,71.2,52.4,1017.2,10.0,12.9,17.1,25.1,93.9,64.0,0.0,999.9,0,965
2,2012,06,26,2012-06-26,70.0,49.4,1017.1,9.6,5.2,15.0,20.0,82.9,55.9,0.0,999.9,0,957
3,2012,06,27,2012-06-27,74.9,49.5,1013.0,10.0,9.5,18.1,25.1,91.9,55.9,0.0,999.9,0,1047
4,2012,06,28,2012-06-28,87.0,62.6,1008.0,10.0,9.9,15.0,22.0,99.0,75.9,0.0,999.9,0,939
5,2012,06,29,2012-06-29,81.7,64.3,1010.0,9.4,4.5,14.0,27.0,100.0,69.1,0.04,999.9,0,1045
6,2012,06,30,2012-06-30,79.3,65.8,1009.5,9.7,5.5,11.1,999.9,91.9,69.1,0.42,999.9,0,1011
7,2012,07,01,2012-07-01,80.9,66.9,1012.2,9.5,5.5,35.9,53.0,91.9,68.0,0.0,999.9,0,1190
1,2012,07,02,2012-07-02,83.8,68.5,1013.8,8.8,3.9,9.9,15.0,98.1,68.0,0.0,999.9,0,1056
2,2012,07,03,2012-07-03,86.7,67.0,1011.6,10.0,8.3,12.0,19.0,98.1,71.1,0.0,999.9,0,1060
3,2012,07,04,2012-07-04,89.8,69.0,1010.3,10.0,8.4,15.9,22.0,102.0,77.0,0.0,999.9,0,1045
4,2012,07,05,2012-07-05,89.5,67.8,1012.0,10.0,6.5,28.9,45.1,102.9,79.0,0.0,999.9,0,1010
5,2012,07,06,2012-07-06,92.3,72.0,1012.9,10.0,6.5,13.0,19.0,102.9,79.0,0.28,999.9,0,1027
6,2012,07,07,2012-07-07,86.9,69.4,1013.7,10.0,8.7,15.9,21.0,102.9,75.0,0.0,999.9,0,1063
7,2012,07,08,2012-07-08,77.2,57.8,1017.2,10.0,12.3,15.9,25.1,98.1,73.0,0.0,999.9,0,1093
1,2012,07,09,2012-07-09,77.9,55.0,1017.1,10.0,5.2,14.0,19.0,91.0,66.0,0.0,999.9,0,1065
2,2012,07,10,2012-07-10,76.5,56.9,1018.6,10.0,8.3,13.0,21.0,91.0,66.0,0.0,999.9,0,1054
3,2012,07,11,2012-07-11,75.7,56.0,1019.6,10.0,7.5,14.0,999.9,87.1,64.0,0.0,999.9,0,1030
4,2012,07,12,2012-07-12,79.8,54.8,1018.4,10.0,6.6,14.0,20.0,91.0,64.0,0.0,999.9,0,1040
5,2012,07,13,2012-07-13,81.1,59.1,1017.2,9.3,7.8,28.0,38.1,93.0,66.0,0.0,999.9,0,1084
6,2012,07,14,2012-07-14,77.8,66.0,1016.6,9.0,4.5,13.0,999.9,93.0,70.0,0.28,999.9,0,1054
7,2012,07,15,2012-07-15,80.9,65.5,1016.1,10.0,6.7,9.9,15.9,95.0,70.0,0.0,999.9,0,1125
1,2012,07,16,2012-07-16,85.2,65.9,1014.4,10.0,6.3,12.0,20.0,97.0,71.1,0.0,999.9,0,988
2,2012,07,17,2012-07-17,89.2,66.7,1010.1,10.0,8.8,15.9,22.0,99.0,72.0,0.0,999.9,0,1004
3,2012,07,18,2012-07-18,83.9,70.4,1011.3,10.0,6.2,15.9,999.9,99.0,75.9,0.0,999.9,0,977
4,2012,07,19,2012-07-19,77.0,70.4,1011.7,8.8,8.8,27.0,36.9,93.9,71.1,1.65,999.9,0,921
5,2012,07,20,2012-07-20,74.7,62.3,1016.6,9.9,10.8,14.0,22.0,82.9,71.1,0.8,999.9,0,1072
6,2012,07,21,2012-07-21,75.8,60.4,1018.2,10.0,4.5,9.9,999.9,87.1,64.9,0.0,999.9,0,1065
7,2012,07,22,2012-07-22,79.4,65.9,1017.4,10.0,4.3,8.9,999.9,89.1,64.9,0.0,999.9,0,985
1,2012,07,23,2012-07-23,86.2,65.8,1013.9,10.0,9.7,14.0,21.0,97.0,68.0,0.0,999.9,0,988
2,2012,07,24,2012-07-24,80.6,69.2,1013.0,9.6,6.8,35.0,49.9,97.0,69.1,0.47,999.9,1,967
3,2012,07,25,2012-07-25,80.5,65.4,1010.4,10.0,9.3,19.0,27.0,99.0,69.1,0.07,999.9,0,1012
4,2012,07,26,2012-07-26,83.3,68.0,1003.6,9.8,10.7,36.9,61.0,99.0,70.0,0.72,999.9,0,976
5,2012,07,27,2012-07-27,75.4,64.9,1008.9,10.0,6.0,18.1,19.0,89.1,66.0,0.71,999.9,0,1040
6,2012,07,28,2012-07-28,74.4,61.6,1017.5,10.0,7.7,13.0,17.1,86.0,66.0,0.03,999.9,0,1044
7,2012,07,29,2012-07-29,74.3,58.6,1018.1,10.0,4.7,11.1,999.9,84.9,63.0,0.0,999.9,0,1017
1,2012,07,30,2012-07-30,80.1,60.6,1013.9,10.0,6.2,8.9,999.9,91.9,63.0,0.0,999.9,0,999
2,2012,07,31,2012-07-31,79.6,66.0,1011.8,10.0,6.5,15.0,28.9,91.9,68.0,0.16,999.9,0,933
